Город,Дата,Год,Месяц,День,Макс_температура,Мин_температура,Сред_температура,Давление_гПа,Скорость_ветра_мс,Осадки_мм
Калининград,2023-05-04,2023,5,4,12.0,-2.0,6.9,None,3.0,0.0
Калининград,2023-05-05,2023,5,5,9.0,2.0,6.4,None,5.0,0.0
Калининград,2023-05-06,2023,5,6,13.0,0.0,7.2,None,5.0,0.0
Калининград,2023-05-07,2023,5,7,14.0,0.0,8.0,None,4.0,0.0
Калининград,2023-05-08,2023,5,8,16.0,0.0,9.2,None,3.0,0.0
Калининград,2023-05-09,2023,5,9,19.0,5.0,12.3,None,3.0,0.0
Калининград,2023-05-10,2023,5,10,19.0,3.0,12.3,None,4.0,0.0
Калининград,2023-05-11,2023,5,11,20.0,4.0,13.1,None,3.0,0.0
Калининград,2023-05-12,2023,5,12,22.0,5.0,13.6,None,3.0,0.0
Калининград,2023-05-13,2023,5,13,23.0,4.0,15.3,None,2.0,0.0
Калининград,2023-05-14,2023,5,14,23.0,10.0,16.6,None,3.0,0.0
Калининград,2023-05-15,2023,5,15,21.0,10.0,14.6,None,4.0,None
Калининград,2023-05-16,2023,5,16,14.0,9.0,12.1,None,5.0,None
Калининград,2023-05-17,2023,5,17,13.0,5.0,9.9,None,5.0,0.0
Калининград,2023-05-18,2023,5,18,15.0,4.0,9.9,None,3.0,0.0
Калининград,2023-05-19,2023,5,19,15.0,5.0,11.3,None,3.0,None
Калининград,2023-05-20,2023,5,20,22.0,11.0,15.8,None,3.0,0.0
Калининград,2023-05-21,2023,5,21,23.0,8.0,15.6,None,3.0,0.0
Калининград,2023-05-22,2023,5,22,23.0,6.0,15.3,None,2.0,0.0
Калининград,2023-05-23,2023,5,23,23.0,7.0,16.6,None,2.0,0.0
Калининград,2023-05-24,2023,5,24,26.0,10.0,18.6,None,2.0,0.0
Калининград,2023-05-25,2023,5,25,21.0,10.0,14.7,None,4.0,0.0
Калининград,2023-05-26,2023,5,26,16.0,7.0,11.9,None,5.0,0.0
Калининград,2023-05-27,2023,5,27,17.0,2.0,12.1,None,3.0,0.0
Калининград,2023-05-28,2023,5,28,20.0,3.0,13.2,None,2.0,0.0
Калининград,2023-05-29,2023,5,29,18.0,6.0,13.1,None,3.0,0.0
Калининград,2023-05-30,2023,5,30,18.0,4.0,12.4,None,5.0,0.0
Калининград,2023-05-31,2023,5,31,21.0,4.0,14.2,None,5.0,0.0
Калининград,2023-06-01,2023,6,1,18.0,5.0,12.8,None,3.0,0.0
Калининград,2023-06-02,2023,6,2,13.0,9.0,10.9,None,7.0,0.0
Калининград,2023-06-03,2023,6,3,15.0,3.0,11.2,None,4.0,0.0
Калининград,2023-06-04,2023,6,4,19.0,2.0,12.1,None,3.0,0.0
Калининград,2023-06-05,2023,6,5,19.0,4.0,12.9,None,2.0,0.0
Калининград,2023-06-06,2023,6,6,24.0,5.0,16.8,None,2.0,0.0
Калининград,2023-06-07,2023,6,7,25.0,7.0,17.8,None,2.0,0.0
Калининград,2023-06-08,2023,6,8,27.0,8.0,18.4,None,2.0,0.0
Калининград,2023-06-09,2023,6,9,25.0,12.0,19.8,None,5.0,0.0
Калининград,2023-06-10,2023,6,10,22.0,12.0,17.2,None,6.0,0.0
Калининград,2023-06-11,2023,6,11,22.0,9.0,15.9,None,5.0,0.0
Калининград,2023-06-12,2023,6,12,22.0,8.0,16.6,None,4.0,0.0
Калининград,2023-06-13,2023,6,13,19.0,11.0,15.9,None,4.0,None
Калининград,2023-06-14,2023,6,14,24.0,11.0,17.3,None,3.0,None
Калининград,2023-06-15,2023,6,15,19.0,11.0,15.9,None,2.0,None
Калининград,2023-06-16,2023,6,16,21.0,10.0,16.3,None,2.0,None
Калининград,2023-06-17,2023,6,17,20.0,15.0,17.1,None,2.0,None
Калининград,2023-06-18,2023,6,18,20.0,13.0,16.9,None,2.0,0.0
Калининград,2023-06-19,2023,6,19,21.0,12.0,17.2,None,2.0,0.0
Калининград,2023-06-20,2023,6,20,22.0,11.0,17.7,None,2.0,0.0
Калининград,2023-06-21,2023,6,21,31.0,12.0,21.9,None,2.0,None
Калининград,2023-06-22,2023,6,22,22.0,12.0,18.8,None,5.0,None
Калининград,2023-06-23,2023,6,23,24.0,12.0,18.3,None,2.0,0.0
Калининград,2023-06-24,2023,6,24,23.0,13.0,18.6,None,4.0,0.0
Калининград,2023-06-25,2023,6,25,23.0,13.0,18.8,None,3.0,0.0
Калининград,2023-06-26,2023,6,26,23.0,12.0,18.5,None,3.0,0.0
Калининград,2023-06-27,2023,6,27,18.0,13.0,15.1,None,3.0,None
Калининград,2023-06-28,2023,6,28,21.0,13.0,18.2,None,4.0,0.0
Калининград,2023-06-29,2023,6,29,23.0,14.0,19.4,None,5.0,0.0
Калининград,2023-06-30,2023,6,30,24.0,13.0,19.0,None,4.0,None
Калининград,2023-07-01,2023,7,1,23.0,13.0,18.4,None,4.0,None
Калининград,2023-07-02,2023,7,2,20.0,14.0,17.2,None,6.0,None
Калининград,2023-07-03,2023,7,3,21.0,11.0,16.9,None,5.0,0.0
Калининград,2023-07-04,2023,7,4,21.0,13.0,16.4,None,4.0,None
Калининград,2023-07-05,2023,7,5,25.0,11.0,18.8,None,3.0,None
Калининград,2023-07-06,2023,7,6,21.0,11.0,17.7,None,3.0,None
Калининград,2023-07-07,2023,7,7,22.0,12.0,17.4,None,4.0,0.0
Калининград,2023-07-08,2023,7,8,23.0,11.0,17.5,None,4.0,0.0
Калининград,2023-07-09,2023,7,9,23.0,11.0,18.4,None,3.0,0.0
Калининград,2023-07-10,2023,7,10,22.0,15.0,18.2,None,4.0,0.0
Калининград,2023-07-11,2023,7,11,24.0,11.0,18.5,None,2.0,0.0
Калининград,2023-07-12,2023,7,12,28.0,10.0,19.6,None,3.0,None
Калининград,2023-07-13,2023,7,13,23.0,11.0,18.3,None,4.0,0.0
Калининград,2023-07-14,2023,7,14,22.0,12.0,17.8,None,4.0,0.0
Калининград,2023-07-15,2023,7,15,27.0,8.0,19.6,None,3.0,0.0
Калининград,2023-07-16,2023,7,16,32.0,17.0,21.8,None,4.0,None
Калининград,2023-07-17,2023,7,17,28.0,14.0,20.0,None,3.0,None
Калининград,2023-07-18,2023,7,18,21.0,11.0,17.3,None,6.0,None
Калининград,2023-07-19,2023,7,19,21.0,11.0,15.3,None,4.0,None
Калининград,2023-07-20,2023,7,20,21.0,10.0,15.9,None,4.0,None
Калининград,2023-07-21,2023,7,21,20.0,13.0,16.6,None,3.0,None
Калининград,2023-07-22,2023,7,22,21.0,11.0,16.0,None,3.0,None
Калининград,2023-07-23,2023,7,23,21.0,10.0,15.9,None,3.0,None
Калининград,2023-07-24,2023,7,24,25.0,15.0,19.9,None,3.0,None
Калининград,2023-07-25,2023,7,25,22.0,13.0,18.2,None,5.0,None
Калининград,2023-07-26,2023,7,26,21.0,12.0,16.4,None,4.0,0.0
Калининград,2023-07-27,2023,7,27,21.0,11.0,16.1,None,3.0,0.0
Калининград,2023-07-28,2023,7,28,21.0,11.0,15.4,None,2.0,None
Калининград,2023-07-29,2023,7,29,25.0,11.0,18.8,None,4.0,None
Калининград,2023-07-30,2023,7,30,23.0,15.0,18.9,None,4.0,None
Калининград,2023-07-31,2023,7,31,23.0,14.0,18.2,None,4.0,None
Калининград,2023-08-01,2023,8,1,20.0,16.0,18.1,None,4.0,None
Калининград,2023-08-02,2023,8,2,23.0,16.0,18.9,None,4.0,0.0
Калининград,2023-08-03,2023,8,3,26.0,17.0,20.1,None,4.0,None
Калининград,2023-08-04,2023,8,4,24.0,15.0,19.4,None,4.0,0.0
Калининград,2023-08-05,2023,8,5,21.0,15.0,18.3,None,2.0,None
Калининград,2023-08-06,2023,8,6,32.0,18.0,23.4,None,6.0,None
Калининград,2023-08-07,2023,8,7,21.0,14.0,17.0,None,5.0,None
Калининград,2023-08-08,2023,8,8,20.0,12.0,15.4,None,7.0,None
Калининград,2023-08-09,2023,8,9,20.0,11.0,15.0,None,4.0,None
Калининград,2023-08-10,2023,8,10,20.0,10.0,14.4,None,2.0,0.0
Калининград,2023-08-11,2023,8,11,21.0,9.0,15.3,None,2.0,0.0
Калининград,2023-08-12,2023,8,12,23.0,9.0,18.0,None,2.0,0.0
Калининград,2023-08-13,2023,8,13,23.0,13.0,18.4,None,3.0,None
Калининград,2023-08-14,2023,8,14,25.0,12.0,19.4,None,3.0,0.0
Калининград,2023-08-15,2023,8,15,34.0,17.0,24.6,None,3.0,0.0
Калининград,2023-08-16,2023,8,16,31.0,17.0,22.1,None,3.0,0.0
Калининград,2023-08-17,2023,8,17,22.0,17.0,19.9,None,4.0,None
Калининград,2023-08-18,2023,8,18,25.0,19.0,21.4,None,3.0,None
Калининград,2023-08-19,2023,8,19,30.0,17.0,23.3,None,2.0,0.0
Калининград,2023-08-20,2023,8,20,28.0,16.0,22.3,None,2.0,0.0
Калининград,2023-08-21,2023,8,21,23.0,14.0,19.1,None,5.0,0.0
Калининград,2023-08-22,2023,8,22,22.0,13.0,17.7,None,4.0,0.0
Калининград,2023-08-23,2023,8,23,22.0,13.0,18.1,None,3.0,0.0
Калининград,2023-08-24,2023,8,24,22.0,12.0,18.1,None,3.0,None
Калининград,2023-08-25,2023,8,25,26.0,12.0,19.7,None,1.0,0.0
Калининград,2023-08-26,2023,8,26,26.0,17.0,20.6,None,1.0,None
Калининград,2023-08-27,2023,8,27,21.0,17.0,19.4,None,3.0,None
Калининград,2023-08-28,2023,8,28,21.0,15.0,18.5,None,4.0,None
Калининград,2023-08-29,2023,8,29,20.0,15.0,17.2,None,4.0,None
Калининград,2023-08-30,2023,8,30,20.0,15.0,18.1,None,3.0,None
Калининград,2023-08-31,2023,8,31,19.0,13.0,16.3,None,3.0,None
Калининград,2023-09-01,2023,9,1,17.0,11.0,14.3,None,5.0,None
Калининград,2023-09-02,2023,9,2,21.0,12.0,16.9,None,5.0,0.0
Калининград,2023-09-03,2023,9,3,21.0,10.0,15.8,None,4.0,0.0
Калининград,2023-09-04,2023,9,4,21.0,10.0,16.6,None,3.0,0.0
Калининград,2023-09-05,2023,9,5,24.0,14.0,18.8,None,4.0,0.0
Калининград,2023-09-06,2023,9,6,22.0,14.0,17.8,None,3.0,0.0
Калининград,2023-09-07,2023,9,7,21.0,10.0,15.1,None,2.0,0.0
Калининград,2023-09-08,2023,9,8,23.0,8.0,16.5,None,1.0,0.0
Калининград,2023-09-09,2023,9,9,24.0,13.0,17.8,None,1.0,0.0
Калининград,2023-09-10,2023,9,10,27.0,14.0,19.8,None,1.0,0.0
Калининград,2023-09-11,2023,9,11,24.0,13.0,18.3,None,2.0,0.0
Калининград,2023-09-12,2023,9,12,27.0,11.0,18.9,None,1.0,0.0
Калининград,2023-09-13,2023,9,13,28.0,14.0,20.7,None,3.0,None
Калининград,2023-09-14,2023,9,14,19.0,10.0,16.6,None,6.0,0.0
Калининград,2023-09-15,2023,9,15,19.0,8.0,13.3,None,2.0,0.0
Калининград,2023-09-16,2023,9,16,21.0,7.0,14.4,None,3.0,0.0
Калининград,2023-09-17,2023,9,17,23.0,10.0,16.1,None,2.0,0.0
Калининград,2023-09-18,2023,9,18,26.0,11.0,18.7,None,3.0,0.0
Калининград,2023-09-19,2023,9,19,20.0,17.0,18.1,None,3.0,None
Калининград,2023-09-20,2023,9,20,21.0,13.0,16.4,None,4.0,0.0
Калининград,2023-09-21,2023,9,21,25.0,13.0,18.9,None,4.0,0.0
Калининград,2023-09-22,2023,9,22,26.0,15.0,19.7,None,4.0,None
Калининград,2023-09-23,2023,9,23,18.0,11.0,16.2,None,2.0,None
Калининград,2023-09-24,2023,9,24,19.0,8.0,14.0,None,4.0,0.0
Калининград,2023-09-25,2023,9,25,19.0,6.0,12.8,None,2.0,0.0
Калининград,2023-09-26,2023,9,26,22.0,10.0,15.6,None,2.0,0.0
Калининград,2023-09-27,2023,9,27,26.0,14.0,18.9,None,2.0,0.0
Калининград,2023-09-28,2023,9,28,26.0,15.0,19.1,None,3.0,0.0
Калининград,2023-09-29,2023,9,29,25.0,13.0,18.4,None,2.0,None
Калининград,2023-09-30,2023,9,30,18.0,13.0,16.7,None,6.0,None
Калининград,2023-10-01,2023,10,1,18.0,9.0,13.4,None,4.0,None
Калининград,2023-10-02,2023,10,2,19.0,8.0,14.4,None,3.0,None
Калининград,2023-10-03,2023,10,3,24.0,15.0,19.2,None,5.0,None
Калининград,2023-10-04,2023,10,4,15.0,12.0,13.6,None,8.0,None
Калининград,2023-10-05,2023,10,5,14.0,11.0,12.4,None,8.0,None
Калининград,2023-10-06,2023,10,6,15.0,5.0,11.7,None,5.0,None
Калининград,2023-10-07,2023,10,7,16.0,9.0,12.7,None,10.0,None
Калининград,2023-10-08,2023,10,8,11.0,5.0,9.4,None,9.0,None
Калининград,2023-10-09,2023,10,9,12.0,3.0,7.4,None,4.0,None
Калининград,2023-10-10,2023,10,10,13.0,6.0,8.9,None,4.0,None
Калининград,2023-10-11,2023,10,11,19.0,7.0,14.1,None,5.0,None
Калининград,2023-10-12,2023,10,12,15.0,10.0,13.3,None,8.0,None
Калининград,2023-10-13,2023,10,13,19.0,7.0,12.6,None,5.0,None
Калининград,2023-10-14,2023,10,14,20.0,10.0,14.8,None,7.0,None
Калининград,2023-10-15,2023,10,15,12.0,6.0,9.3,None,8.0,None
Калининград,2023-10-16,2023,10,16,12.0,2.0,6.2,None,4.0,None
Калининград,2023-10-17,2023,10,17,13.0,2.0,7.7,None,5.0,None
Калининград,2023-10-18,2023,10,18,13.0,6.0,9.8,None,5.0,None
Калининград,2023-10-19,2023,10,19,6.0,2.0,4.6,None,5.0,0.0
Калининград,2023-10-20,2023,10,20,5.0,3.0,3.8,None,9.0,None
Калининград,2023-10-21,2023,10,21,9.0,4.0,5.9,None,6.0,None
Калининград,2023-10-22,2023,10,22,11.0,9.0,9.3,None,2.0,0.0
Калининград,2023-10-23,2023,10,23,13.0,5.0,10.5,None,4.0,None
Калининград,2023-10-24,2023,10,24,14.0,4.0,7.4,None,3.0,0.0
Калининград,2023-10-25,2023,10,25,8.0,6.0,6.9,None,7.0,None
Калининград,2023-10-26,2023,10,26,6.0,4.0,4.4,None,5.0,None
Калининград,2023-10-27,2023,10,27,4.0,3.0,3.5,None,3.0,None
Калининград,2023-10-28,2023,10,28,4.0,0.0,3.3,None,3.0,0.0
Калининград,2023-10-29,2023,10,29,11.0,-2.0,3.4,None,3.0,None
Калининград,2023-10-30,2023,10,30,14.0,6.0,11.2,None,5.0,None
Калининград,2023-10-31,2023,10,31,15.0,6.0,11.4,None,5.0,None
Калининград,2023-11-01,2023,11,1,10.0,1.0,7.4,None,5.0,None
Калининград,2023-11-02,2023,11,2,13.0,2.0,8.1,None,4.0,0.0
Калининград,2023-11-03,2023,11,3,12.0,9.0,10.8,None,6.0,None
Калининград,2023-11-04,2023,11,4,12.0,4.0,9.0,None,6.0,None
Калининград,2023-11-05,2023,11,5,9.0,3.0,6.6,None,3.0,None
Калининград,2023-11-06,2023,11,6,11.0,7.0,9.6,None,5.0,None
Калининград,2023-11-07,2023,11,7,11.0,7.0,8.9,None,5.0,0.0
Калининград,2023-11-08,2023,11,8,9.0,7.0,8.2,None,4.0,None
Калининград,2023-11-09,2023,11,9,10.0,5.0,8.0,None,4.0,None
Калининград,2023-11-10,2023,11,10,10.0,6.0,7.9,None,4.0,None
Калининград,2023-11-11,2023,11,11,9.0,6.0,7.1,None,1.0,None
Калининград,2023-11-12,2023,11,12,10.0,3.0,7.4,None,2.0,None
Калининград,2023-11-13,2023,11,13,8.0,3.0,5.4,None,4.0,None
Калининград,2023-11-14,2023,11,14,5.0,2.0,3.8,None,4.0,None
Калининград,2023-11-15,2023,11,15,5.0,0.0,3.8,None,5.0,None
Калининград,2023-11-16,2023,11,16,6.0,-1.0,1.1,None,3.0,None
Калининград,2023-11-17,2023,11,17,3.0,-1.0,0.8,None,5.0,0.0
Калининград,2023-11-18,2023,11,18,1.0,-1.0,0.7,None,2.0,0.0
Калининград,2023-11-19,2023,11,19,1.0,0.0,0.8,None,4.0,None
Калининград,2023-11-20,2023,11,20,2.0,0.0,0.9,None,5.0,None
Калининград,2023-11-21,2023,11,21,1.0,-7.0,-1.8,None,4.0,0.0
Калининград,2023-11-22,2023,11,22,2.0,-3.0,-0.7,None,3.0,None
Калининград,2023-11-23,2023,11,23,10.0,-1.0,5.0,None,11.0,None
Калининград,2023-11-24,2023,11,24,6.0,0.0,3.6,None,7.0,None
Калининград,2023-11-25,2023,11,25,3.0,-4.0,0.0,None,4.0,None
Калининград,2023-11-26,2023,11,26,2.0,-8.0,-2.6,None,2.0,None
Калининград,2023-11-27,2023,11,27,-3.0,-13.0,-7.4,None,1.0,None
Калининград,2023-11-28,2023,11,28,-2.0,-12.0,-5.9,None,2.0,None
Калининград,2023-11-29,2023,11,29,-2.0,-8.0,-4.4,None,4.0,None
Калининград,2023-11-30,2023,11,30,-1.0,-8.0,-4.2,None,3.0,None
Калининград,2023-12-01,2023,12,1,2.0,-3.0,-0.8,None,5.0,None
Калининград,2023-12-02,2023,12,2,-1.0,-4.0,-1.7,None,2.0,0.0
Калининград,2023-12-03,2023,12,3,1.0,-3.0,-0.9,None,3.0,None
Калининград,2023-12-04,2023,12,4,2.0,-1.0,0.6,None,6.0,None
Калининград,2023-12-05,2023,12,5,-1.0,-8.0,-2.9,None,2.0,None
Калининград,2023-12-06,2023,12,6,-3.0,-10.0,-5.6,None,4.0,0.0
Калининград,2023-12-07,2023,12,7,-1.0,-3.0,-1.9,None,4.0,None
Калининград,2023-12-08,2023,12,8,-3.0,-5.0,-4.1,None,5.0,None
Калининград,2023-12-09,2023,12,9,-2.0,-4.0,-3.6,None,5.0,0.0
Калининград,2023-12-10,2023,12,10,0.0,-2.0,-0.9,None,5.0,None
Калининград,2023-12-11,2023,12,11,2.0,-1.0,0.6,None,3.0,None
Калининград,2023-12-12,2023,12,12,2.0,0.0,1.4,None,2.0,None
Калининград,2023-12-13,2023,12,13,1.0,-2.0,-0.1,None,2.0,0.0
Калининград,2023-12-14,2023,12,14,1.0,-3.0,-1.4,None,3.0,None
Калининград,2023-12-15,2023,12,15,4.0,0.0,1.8,None,4.0,None
Калининград,2023-12-16,2023,12,16,8.0,3.0,5.2,None,7.0,None
Калининград,2023-12-17,2023,12,17,9.0,8.0,8.1,None,11.0,None
Калининград,2023-12-18,2023,12,18,8.0,7.0,7.3,None,8.0,None
Калининград,2023-12-19,2023,12,19,8.0,6.0,7.3,None,8.0,None
Калининград,2023-12-20,2023,12,20,5.0,2.0,3.9,None,6.0,None
Калининград,2023-12-21,2023,12,21,7.0,2.0,3.8,None,6.0,None
Калининград,2023-12-22,2023,12,22,4.0,0.0,2.2,None,9.0,None
Калининград,2023-12-23,2023,12,23,2.0,0.0,1.3,None,11.0,None
Калининград,2023-12-24,2023,12,24,5.0,1.0,1.3,None,5.0,None
Калининград,2023-12-25,2023,12,25,8.0,6.0,7.0,None,13.0,None
Калининград,2023-12-26,2023,12,26,7.0,3.0,4.8,None,8.0,None
Калининград,2023-12-27,2023,12,27,6.0,-1.0,3.4,None,7.0,None
Калининград,2023-12-28,2023,12,28,7.0,0.0,3.6,None,5.0,None
Калининград,2023-12-29,2023,12,29,8.0,6.0,6.7,None,7.0,None
Калининград,2023-12-30,2023,12,30,6.0,4.0,5.3,None,6.0,None
Калининград,2023-12-31,2023,12,31,5.0,2.0,3.1,None,3.0,None
Калининград,2024-01-01,2024,1,1,2.0,-2.0,0.8,None,5.0,None
Калининград,2024-01-02,2024,1,2,-2.0,-5.0,-3.7,None,5.0,None
Калининград,2024-01-03,2024,1,3,-5.0,-8.0,-6.6,None,7.0,None
Калининград,2024-01-04,2024,1,4,-5.0,-8.0,-7.7,None,6.0,None
Калининград,2024-01-05,2024,1,5,-1.0,-5.0,-1.8,None,5.0,None
Калининград,2024-01-06,2024,1,6,-1.0,-9.0,-3.7,None,3.0,0.0
Калининград,2024-01-07,2024,1,7,-10.0,-18.0,-14.2,None,4.0,0.0
Калининград,2024-01-08,2024,1,8,-10.0,-19.0,-15.6,None,2.0,0.0
Калининград,2024-01-09,2024,1,9,3.0,-9.0,-2.4,None,5.0,None
Калининград,2024-01-10,2024,1,10,3.0,1.0,2.1,None,7.0,0.0
Калининград,2024-01-11,2024,1,11,4.0,-4.0,1.8,None,6.0,None
Калининград,2024-01-12,2024,1,12,4.0,-7.0,-0.5,None,6.0,None
Калининград,2024-01-13,2024,1,13,1.0,-4.0,-1.4,None,5.0,None
Калининград,2024-01-14,2024,1,14,3.0,1.0,1.4,None,5.0,None
Калининград,2024-01-15,2024,1,15,2.0,-1.0,0.7,None,8.0,None
Калининград,2024-01-16,2024,1,16,-1.0,-11.0,-3.8,None,7.0,None
Калининград,2024-01-17,2024,1,17,-3.0,-13.0,-6.3,None,5.0,0.0
Калининград,2024-01-18,2024,1,18,1.0,-7.0,-2.1,None,4.0,None
Калининград,2024-01-19,2024,1,19,1.0,-5.0,-1.2,None,6.0,None
Калининград,2024-01-20,2024,1,20,2.0,-4.0,-0.1,None,6.0,None
Калининград,2024-01-21,2024,1,21,3.0,-3.0,-0.1,None,4.0,None
Калининград,2024-01-22,2024,1,22,5.0,2.0,3.1,None,6.0,None
Калининград,2024-01-23,2024,1,23,5.0,4.0,4.6,None,8.0,None
Калининград,2024-01-24,2024,1,24,7.0,2.0,5.0,None,9.0,None
Калининград,2024-01-25,2024,1,25,6.0,2.0,3.2,None,9.0,None
Калининград,2024-01-26,2024,1,26,2.0,0.0,1.1,None,4.0,None
Калининград,2024-01-27,2024,1,27,5.0,0.0,3.1,None,5.0,None
Калининград,2024-01-28,2024,1,28,5.0,1.0,3.3,None,4.0,0.0
Калининград,2024-01-29,2024,1,29,6.0,0.0,2.9,None,4.0,0.0
Калининград,2024-01-30,2024,1,30,5.0,0.0,2.8,None,3.0,0.0
Калининград,2024-01-31,2024,1,31,6.0,2.0,4.1,None,6.0,None
Калининград,2024-02-01,2024,2,1,5.0,1.0,3.6,None,10.0,None
Калининград,2024-02-02,2024,2,2,6.0,0.0,3.3,None,7.0,None
Калининград,2024-02-03,2024,2,3,8.0,5.0,6.6,None,12.0,None
Калининград,2024-02-04,2024,2,4,6.0,5.0,5.1,None,12.0,None
Калининград,2024-02-05,2024,2,5,5.0,3.0,4.3,None,9.0,None
Калининград,2024-02-06,2024,2,6,8.0,0.0,2.6,None,5.0,None
Калининград,2024-02-07,2024,2,7,5.0,-2.0,1.5,None,6.0,None
Калининград,2024-02-08,2024,2,8,2.0,-4.0,0.1,None,3.0,None
Калининград,2024-02-09,2024,2,9,0.0,-2.0,-0.3,None,4.0,None
Калининград,2024-02-10,2024,2,10,1.0,0.0,0.4,None,5.0,None
Калининград,2024-02-11,2024,2,11,3.0,1.0,2.1,None,5.0,None
Калининград,2024-02-12,2024,2,12,7.0,3.0,4.6,None,4.0,None
