Город,Дата,Год,Месяц,День,Макс_температура,Мин_температура,Сред_температура,Давление_гПа,Скорость_ветра_мс,Осадки_мм
Калининград,2022-05-24,2022,5,24,22.0,6.0,15.7,None,4.0,None
Калининград,2022-05-25,2022,5,25,17.0,6.0,13.1,None,3.0,None
Калининград,2022-05-26,2022,5,26,16.0,6.0,12.9,None,7.0,None
Калининград,2022-05-27,2022,5,27,14.0,9.0,11.8,None,9.0,None
Калининград,2022-05-28,2022,5,28,14.0,7.0,10.8,None,6.0,None
Калининград,2022-05-29,2022,5,29,14.0,9.0,11.4,None,3.0,None
Калининград,2022-05-30,2022,5,30,15.0,9.0,11.2,None,3.0,None
Калининград,2022-05-31,2022,5,31,18.0,8.0,12.7,None,4.0,0.0
Калининград,2022-06-01,2022,6,1,16.0,8.0,11.7,None,3.0,None
Калининград,2022-06-02,2022,6,2,17.0,8.0,12.8,None,4.0,0.0
Калининград,2022-06-03,2022,6,3,17.0,6.0,12.4,None,4.0,0.0
Калининград,2022-06-04,2022,6,4,16.0,5.0,11.8,None,3.0,0.0
Калининград,2022-06-05,2022,6,5,19.0,6.0,13.8,None,2.0,0.0
Калининград,2022-06-06,2022,6,6,25.0,9.0,18.2,None,3.0,None
Калининград,2022-06-07,2022,6,7,22.0,15.0,18.7,None,3.0,None
Калининград,2022-06-08,2022,6,8,21.0,12.0,17.2,None,1.0,None
Калининград,2022-06-09,2022,6,9,23.0,11.0,17.8,None,2.0,None
Калининград,2022-06-10,2022,6,10,19.0,10.0,16.1,None,4.0,None
Калининград,2022-06-11,2022,6,11,21.0,9.0,16.5,None,3.0,0.0
Калининград,2022-06-12,2022,6,12,21.0,11.0,17.3,None,4.0,None
Калининград,2022-06-13,2022,6,13,19.0,10.0,14.6,None,3.0,None
Калининград,2022-06-14,2022,6,14,16.0,12.0,14.4,None,8.0,0.0
Калининград,2022-06-15,2022,6,15,19.0,10.0,14.8,None,5.0,0.0
Калининград,2022-06-16,2022,6,16,19.0,9.0,14.6,None,3.0,0.0
Калининград,2022-06-17,2022,6,17,21.0,12.0,16.6,None,4.0,0.0
Калининград,2022-06-18,2022,6,18,21.0,13.0,16.8,None,3.0,None
Калининград,2022-06-19,2022,6,19,19.0,13.0,16.1,None,4.0,None
Калининград,2022-06-20,2022,6,20,16.0,12.0,14.0,None,2.0,None
Калининград,2022-06-21,2022,6,21,17.0,8.0,13.5,None,5.0,None
Калининград,2022-06-22,2022,6,22,20.0,9.0,15.6,None,3.0,0.0
Калининград,2022-06-23,2022,6,23,20.0,8.0,16.0,None,2.0,0.0
Калининград,2022-06-24,2022,6,24,26.0,12.0,20.7,None,3.0,0.0
Калининград,2022-06-25,2022,6,25,28.0,14.0,22.4,None,3.0,0.0
Калининград,2022-06-26,2022,6,26,30.0,17.0,23.9,None,4.0,0.0
Калининград,2022-06-27,2022,6,27,30.0,17.0,24.3,None,3.0,0.0
Калининград,2022-06-28,2022,6,28,31.0,18.0,22.8,None,4.0,None
Калининград,2022-06-29,2022,6,29,22.0,15.0,19.2,None,3.0,0.0
Калининград,2022-06-30,2022,6,30,26.0,13.0,21.2,None,3.0,None
Калининград,2022-07-01,2022,7,1,28.0,19.0,22.9,None,4.0,None
Калининград,2022-07-02,2022,7,2,20.0,12.0,18.1,None,4.0,None
Калининград,2022-07-03,2022,7,3,21.0,11.0,17.4,None,3.0,0.0
Калининград,2022-07-04,2022,7,4,25.0,13.0,19.4,None,3.0,0.0
Калининград,2022-07-05,2022,7,5,23.0,12.0,17.8,None,3.0,0.0
Калининград,2022-07-06,2022,7,6,20.0,13.0,16.4,None,4.0,0.0
Калининград,2022-07-07,2022,7,7,22.0,13.0,17.4,None,4.0,None
Калининград,2022-07-08,2022,7,8,20.0,13.0,17.4,None,4.0,None
Калининград,2022-07-09,2022,7,9,20.0,13.0,16.3,None,5.0,None
Калининград,2022-07-10,2022,7,10,18.0,11.0,14.1,None,4.0,None
Калининград,2022-07-11,2022,7,11,19.0,9.0,15.2,None,4.0,None
Калининград,2022-07-12,2022,7,12,20.0,17.0,18.6,None,9.0,None
Калининград,2022-07-13,2022,7,13,23.0,16.0,19.8,None,7.0,0.0
Калининград,2022-07-14,2022,7,14,20.0,13.0,16.8,None,6.0,None
Калининград,2022-07-15,2022,7,15,18.0,12.0,14.6,None,6.0,None
Калининград,2022-07-16,2022,7,16,17.0,10.0,13.4,None,3.0,None
Калининград,2022-07-17,2022,7,17,20.0,9.0,15.3,None,5.0,0.0
Калининград,2022-07-18,2022,7,18,19.0,12.0,16.3,None,4.0,None
Калининград,2022-07-19,2022,7,19,24.0,13.0,19.1,None,4.0,0.0
Калининград,2022-07-20,2022,7,20,25.0,12.0,18.8,None,2.0,0.0
Калининград,2022-07-21,2022,7,21,30.0,14.0,22.7,None,2.0,0.0
Калининград,2022-07-22,2022,7,22,25.0,16.0,21.6,None,3.0,0.0
Калининград,2022-07-23,2022,7,23,22.0,15.0,19.3,None,3.0,0.0
Калининград,2022-07-24,2022,7,24,20.0,14.0,17.3,None,5.0,None
Калининград,2022-07-25,2022,7,25,26.0,13.0,20.1,None,2.0,0.0
Калининград,2022-07-26,2022,7,26,21.0,13.0,18.8,None,4.0,None
Калининград,2022-07-27,2022,7,27,19.0,12.0,15.3,None,4.0,None
Калининград,2022-07-28,2022,7,28,20.0,10.0,16.4,None,4.0,None
Калининград,2022-07-29,2022,7,29,20.0,9.0,15.8,None,3.0,0.0
Калининград,2022-07-30,2022,7,30,22.0,9.0,17.2,None,3.0,0.0
Калининград,2022-07-31,2022,7,31,20.0,11.0,16.7,None,4.0,None
Калининград,2022-08-01,2022,8,1,22.0,13.0,18.4,None,4.0,0.0
Калининград,2022-08-02,2022,8,2,21.0,9.0,16.6,None,3.0,0.0
Калининград,2022-08-03,2022,8,3,28.0,10.0,20.1,None,3.0,0.0
Калининград,2022-08-04,2022,8,4,30.0,17.0,23.6,None,3.0,0.0
Калининград,2022-08-05,2022,8,5,30.0,16.0,23.9,None,3.0,0.0
Калининград,2022-08-06,2022,8,6,20.0,13.0,17.7,None,6.0,None
Калининград,2022-08-07,2022,8,7,20.0,12.0,16.5,None,4.0,0.0
Калининград,2022-08-08,2022,8,8,20.0,12.0,16.2,None,3.0,0.0
Калининград,2022-08-09,2022,8,9,21.0,11.0,16.6,None,3.0,0.0
Калининград,2022-08-10,2022,8,10,23.0,11.0,16.5,None,3.0,0.0
Калининград,2022-08-11,2022,8,11,23.0,9.0,17.1,None,2.0,0.0
Калининград,2022-08-12,2022,8,12,26.0,10.0,19.5,None,2.0,0.0
Калининград,2022-08-13,2022,8,13,27.0,13.0,21.0,None,3.0,0.0
Калининград,2022-08-14,2022,8,14,28.0,13.0,21.4,None,3.0,0.0
Калининград,2022-08-15,2022,8,15,30.0,17.0,24.0,None,4.0,None
Калининград,2022-08-16,2022,8,16,30.0,19.0,23.4,None,3.0,0.0
Калининград,2022-08-17,2022,8,17,28.0,17.0,22.8,None,2.0,0.0
Калининград,2022-08-18,2022,8,18,29.0,15.0,23.3,None,2.0,0.0
Калининград,2022-08-19,2022,8,19,31.0,19.0,25.4,None,4.0,0.0
Калининград,2022-08-20,2022,8,20,27.0,19.0,22.3,None,3.0,None
Калининград,2022-08-21,2022,8,21,26.0,17.0,21.2,None,4.0,None
Калининград,2022-08-22,2022,8,22,22.0,18.0,20.3,None,4.0,None
Калининград,2022-08-23,2022,8,23,26.0,18.0,22.0,None,3.0,None
Калининград,2022-08-24,2022,8,24,26.0,17.0,22.2,None,3.0,None
Калининград,2022-08-25,2022,8,25,25.0,21.0,22.4,None,2.0,None
Калининград,2022-08-26,2022,8,26,30.0,18.0,23.4,None,3.0,0.0
Калининград,2022-08-27,2022,8,27,29.0,16.0,22.2,None,2.0,0.0
Калининград,2022-08-28,2022,8,28,31.0,14.0,22.4,None,2.0,0.0
Калининград,2022-08-29,2022,8,29,23.0,17.0,20.1,None,4.0,None
Калининград,2022-08-30,2022,8,30,21.0,16.0,18.9,None,8.0,None
Калининград,2022-08-31,2022,8,31,19.0,12.0,16.0,None,4.0,None
Калининград,2022-09-01,2022,9,1,17.0,10.0,14.2,None,4.0,None
Калининград,2022-09-02,2022,9,2,17.0,9.0,13.4,None,3.0,None
Калининград,2022-09-03,2022,9,3,16.0,4.0,11.7,None,3.0,0.0
Калининград,2022-09-04,2022,9,4,17.0,5.0,12.4,None,3.0,0.0
Калининград,2022-09-05,2022,9,5,16.0,6.0,12.6,None,3.0,0.0
Калининград,2022-09-06,2022,9,6,15.0,3.0,9.8,None,2.0,0.0
Калининград,2022-09-07,2022,9,7,17.0,2.0,10.2,None,2.0,0.0
Калининград,2022-09-08,2022,9,8,19.0,4.0,12.2,None,4.0,0.0
Калининград,2022-09-09,2022,9,9,13.0,8.0,10.8,None,6.0,None
Калининград,2022-09-10,2022,9,10,15.0,10.0,12.2,None,3.0,0.0
Калининград,2022-09-11,2022,9,11,16.0,9.0,13.1,None,5.0,0.0
Калининград,2022-09-12,2022,9,12,16.0,6.0,12.9,None,4.0,0.0
Калининград,2022-09-13,2022,9,13,18.0,3.0,11.9,None,3.0,None
Калининград,2022-09-14,2022,9,14,18.0,12.0,14.4,None,5.0,None
Калининград,2022-09-15,2022,9,15,17.0,12.0,13.9,None,6.0,None
Калининград,2022-09-16,2022,9,16,15.0,11.0,12.8,None,8.0,None
Калининград,2022-09-17,2022,9,17,17.0,9.0,12.1,None,4.0,None
Калининград,2022-09-18,2022,9,18,16.0,9.0,12.0,None,3.0,None
Калининград,2022-09-19,2022,9,19,16.0,8.0,12.1,None,4.0,None
Калининград,2022-09-20,2022,9,20,16.0,10.0,12.7,None,5.0,None
Калининград,2022-09-21,2022,9,21,15.0,10.0,12.6,None,4.0,None
Калининград,2022-09-22,2022,9,22,15.0,5.0,11.6,None,3.0,0.0
Калининград,2022-09-23,2022,9,23,14.0,4.0,9.4,None,2.0,0.0
Калининград,2022-09-24,2022,9,24,15.0,6.0,10.5,None,1.0,None
Калининград,2022-09-25,2022,9,25,17.0,8.0,11.3,None,1.0,0.0
Калининград,2022-09-26,2022,9,26,17.0,6.0,11.1,None,2.0,None
Калининград,2022-09-27,2022,9,27,17.0,7.0,11.8,None,4.0,0.0
Калининград,2022-09-28,2022,9,28,12.0,5.0,10.1,None,3.0,None
Калининград,2022-09-29,2022,9,29,14.0,7.0,10.2,None,4.0,None
Калининград,2022-09-30,2022,9,30,15.0,7.0,10.6,None,3.0,0.0
Калининград,2022-10-01,2022,10,1,16.0,7.0,11.1,None,2.0,None
Калининград,2022-10-02,2022,10,2,15.0,9.0,11.4,None,4.0,None
Калининград,2022-10-03,2022,10,3,14.0,10.0,12.1,None,7.0,None
Калининград,2022-10-04,2022,10,4,15.0,7.0,12.2,None,7.0,None
Калининград,2022-10-05,2022,10,5,15.0,10.0,12.4,None,4.0,0.0
Калининград,2022-10-06,2022,10,6,17.0,10.0,13.2,None,8.0,0.0
Калининград,2022-10-07,2022,10,7,16.0,8.0,11.7,None,4.0,0.0
Калининград,2022-10-08,2022,10,8,16.0,7.0,11.6,None,4.0,None
Калининград,2022-10-09,2022,10,9,14.0,5.0,9.9,None,4.0,None
Калининград,2022-10-10,2022,10,10,15.0,5.0,9.7,None,3.0,0.0
Калининград,2022-10-11,2022,10,11,15.0,6.0,10.8,None,5.0,None
Калининград,2022-10-12,2022,10,12,14.0,7.0,10.2,None,4.0,None
Калининград,2022-10-13,2022,10,13,15.0,7.0,10.6,None,2.0,0.0
Калининград,2022-10-14,2022,10,14,16.0,5.0,10.7,None,3.0,None
Калининград,2022-10-15,2022,10,15,17.0,9.0,12.5,None,3.0,None
Калининград,2022-10-16,2022,10,16,17.0,12.0,14.5,None,4.0,0.0
Калининград,2022-10-17,2022,10,17,19.0,8.0,14.7,None,3.0,0.0
Калининград,2022-10-18,2022,10,18,17.0,10.0,13.8,None,6.0,None
Калининград,2022-10-19,2022,10,19,12.0,7.0,9.8,None,6.0,None
Калининград,2022-10-20,2022,10,20,11.0,5.0,8.3,None,3.0,0.0
Калининград,2022-10-21,2022,10,21,9.0,1.0,5.6,None,3.0,None
Калининград,2022-10-22,2022,10,22,12.0,4.0,8.2,None,2.0,None
Калининград,2022-10-23,2022,10,23,13.0,9.0,11.8,None,2.0,None
Калининград,2022-10-24,2022,10,24,13.0,9.0,11.2,None,3.0,None
Калининград,2022-10-25,2022,10,25,15.0,10.0,12.7,None,3.0,0.0
Калининград,2022-10-26,2022,10,26,14.0,11.0,12.3,None,4.0,None
Калининград,2022-10-27,2022,10,27,16.0,9.0,11.9,None,3.0,0.0
Калининград,2022-10-28,2022,10,28,18.0,11.0,13.8,None,3.0,None
Калининград,2022-10-29,2022,10,29,15.0,11.0,13.5,None,7.0,None
Калининград,2022-10-30,2022,10,30,14.0,9.0,11.9,None,4.0,0.0
Калининград,2022-10-31,2022,10,31,14.0,5.0,10.3,None,1.0,None
Калининград,2022-11-01,2022,11,1,12.0,11.0,11.3,None,1.0,None
Калининград,2022-11-02,2022,11,2,16.0,7.0,12.0,None,3.0,None
Калининград,2022-11-03,2022,11,3,13.0,3.0,7.8,None,3.0,0.0
Калининград,2022-11-04,2022,11,4,11.0,2.0,6.4,None,5.0,0.0
Калининград,2022-11-05,2022,11,5,9.0,6.0,7.3,None,4.0,None
Калининград,2022-11-06,2022,11,6,11.0,3.0,7.2,None,4.0,0.0
Калининград,2022-11-07,2022,11,7,9.0,3.0,6.9,None,4.0,0.0
Калининград,2022-11-08,2022,11,8,13.0,9.0,11.1,None,5.0,None
Калининград,2022-11-09,2022,11,9,13.0,9.0,10.3,None,4.0,None
Калининград,2022-11-10,2022,11,10,11.0,9.0,9.9,None,5.0,None
Калининград,2022-11-11,2022,11,11,13.0,9.0,11.3,None,6.0,0.0
Калининград,2022-11-12,2022,11,12,13.0,12.0,12.6,None,7.0,0.0
Калининград,2022-11-13,2022,11,13,13.0,9.0,11.2,None,3.0,0.0
Калининград,2022-11-14,2022,11,14,10.0,4.0,7.3,None,3.0,0.0
Калининград,2022-11-15,2022,11,15,8.0,6.0,7.1,None,2.0,None
Калининград,2022-11-16,2022,11,16,6.0,1.0,2.7,None,6.0,0.0
Калининград,2022-11-17,2022,11,17,2.0,-1.0,0.3,None,5.0,0.0
Калининград,2022-11-18,2022,11,18,1.0,-5.0,-0.5,None,6.0,None
Калининград,2022-11-19,2022,11,19,-2.0,-7.0,-4.0,None,4.0,None
Калининград,2022-11-20,2022,11,20,-1.0,-5.0,-2.7,None,4.0,None
Калининград,2022-11-21,2022,11,21,-1.0,-4.0,-2.2,None,4.0,None
Калининград,2022-11-22,2022,11,22,0.0,-4.0,-1.3,None,3.0,0.0
Калининград,2022-11-23,2022,11,23,-2.0,-3.0,-2.6,None,4.0,0.0
Калининград,2022-11-24,2022,11,24,-1.0,-4.0,-2.6,None,3.0,0.0
Калининград,2022-11-25,2022,11,25,0.0,-1.0,-0.9,None,1.0,None
Калининград,2022-11-26,2022,11,26,2.0,-1.0,0.3,None,1.0,0.0
Калининград,2022-11-27,2022,11,27,4.0,1.0,2.2,None,2.0,None
Калининград,2022-11-28,2022,11,28,2.0,1.0,1.5,None,3.0,0.0
Калининград,2022-11-29,2022,11,29,2.0,0.0,1.3,None,4.0,0.0
Калининград,2022-11-30,2022,11,30,2.0,0.0,1.2,None,3.0,0.0
Калининград,2022-12-01,2022,12,1,2.0,0.0,0.8,None,2.0,0.0
Калининград,2022-12-02,2022,12,2,0.0,-3.0,-1.1,None,3.0,0.0
Калининград,2022-12-03,2022,12,3,-2.0,-4.0,-3.6,None,4.0,None
Калининград,2022-12-04,2022,12,4,1.0,-2.0,0.3,None,4.0,None
Калининград,2022-12-05,2022,12,5,0.0,-1.0,-0.7,None,5.0,0.0
Калининград,2022-12-06,2022,12,6,2.0,0.0,0.8,None,2.0,None
Калининград,2022-12-07,2022,12,7,3.0,0.0,1.1,None,4.0,None
Калининград,2022-12-08,2022,12,8,3.0,-2.0,0.6,None,5.0,None
Калининград,2022-12-09,2022,12,9,-1.0,-8.0,-4.4,None,1.0,0.0
Калининград,2022-12-10,2022,12,10,-2.0,-10.0,-4.8,None,0.0,0.0
Калининград,2022-12-11,2022,12,11,-1.0,-5.0,-4.2,None,4.0,0.0
Калининград,2022-12-12,2022,12,12,2.0,-2.0,-0.2,None,6.0,None
Калининград,2022-12-13,2022,12,13,1.0,-4.0,-0.6,None,7.0,None
Калининград,2022-12-14,2022,12,14,-1.0,-13.0,-5.6,None,5.0,0.0
Калининград,2022-12-15,2022,12,15,-7.0,-17.0,-11.4,None,2.0,0.0
Калининград,2022-12-16,2022,12,16,-5.0,-7.0,-5.8,None,3.0,0.0
Калининград,2022-12-17,2022,12,17,-5.0,-11.0,-5.8,None,2.0,0.0
Калининград,2022-12-18,2022,12,18,-3.0,-11.0,-6.4,None,3.0,0.0
Калининград,2022-12-19,2022,12,19,-1.0,-11.0,-6.9,None,4.0,None
Калининград,2022-12-20,2022,12,20,3.0,-1.0,2.1,None,5.0,None
Калининград,2022-12-21,2022,12,21,3.0,2.0,2.9,None,4.0,None
Калининград,2022-12-22,2022,12,22,5.0,2.0,3.8,None,3.0,None
Калининград,2022-12-23,2022,12,23,5.0,0.0,4.3,None,4.0,None
Калининград,2022-12-24,2022,12,24,1.0,-3.0,-0.7,None,3.0,None
Калининград,2022-12-25,2022,12,25,1.0,-3.0,-0.6,None,2.0,0.0
Калининград,2022-12-26,2022,12,26,7.0,1.0,3.4,None,6.0,None
Калининград,2022-12-27,2022,12,27,6.0,3.0,4.3,None,9.0,None
Калининград,2022-12-28,2022,12,28,6.0,1.0,2.8,None,5.0,None
Калининград,2022-12-29,2022,12,29,8.0,5.0,6.8,None,5.0,None
Калининград,2022-12-30,2022,12,30,8.0,2.0,5.8,None,5.0,None
Калининград,2022-12-31,2022,12,31,13.0,3.0,8.2,None,6.0,None
Калининград,2023-01-01,2023,1,1,14.0,8.0,12.0,None,8.0,None
Калининград,2023-01-02,2023,1,2,12.0,7.0,8.9,None,4.0,None
Калининград,2023-01-03,2023,1,3,8.0,3.0,5.7,None,8.0,None
Калининград,2023-01-04,2023,1,4,8.0,0.0,3.3,None,4.0,None
Калининград,2023-01-05,2023,1,5,8.0,-3.0,4.1,None,7.0,None
Калининград,2023-01-06,2023,1,6,-3.0,-7.0,-5.4,None,5.0,None
Калининград,2023-01-07,2023,1,7,1.0,-5.0,-1.1,None,3.0,None
Калининград,2023-01-08,2023,1,8,3.0,1.0,2.1,None,6.0,None
Калининград,2023-01-09,2023,1,9,3.0,2.0,2.2,None,5.0,None
Калининград,2023-01-10,2023,1,10,6.0,3.0,4.1,None,2.0,0.0
Калининград,2023-01-11,2023,1,11,5.0,2.0,3.9,None,4.0,None
Калининград,2023-01-12,2023,1,12,8.0,4.0,6.4,None,6.0,None
Калининград,2023-01-13,2023,1,13,9.0,5.0,8.1,None,5.0,None
Калининград,2023-01-14,2023,1,14,7.0,5.0,6.2,None,6.0,None
Калининград,2023-01-15,2023,1,15,8.0,4.0,5.6,None,6.0,None
Калининград,2023-01-16,2023,1,16,5.0,0.0,3.0,None,5.0,0.0
Калининград,2023-01-17,2023,1,17,5.0,1.0,3.1,None,4.0,None
Калининград,2023-01-18,2023,1,18,4.0,-2.0,0.6,None,4.0,None
Калининград,2023-01-19,2023,1,19,4.0,-2.0,0.4,None,3.0,0.0
Калининград,2023-01-20,2023,1,20,0.0,-3.0,-1.8,None,1.0,0.0
Калининград,2023-01-21,2023,1,21,1.0,-2.0,0.1,None,7.0,0.0
Калининград,2023-01-22,2023,1,22,0.0,-1.0,-0.4,None,5.0,None
Калининград,2023-01-23,2023,1,23,0.0,-1.0,-0.8,None,2.0,0.0
Калининград,2023-01-24,2023,1,24,1.0,-1.0,-0.2,None,2.0,0.0
Калининград,2023-01-25,2023,1,25,1.0,-2.0,-0.8,None,4.0,0.0
Калининград,2023-01-26,2023,1,26,0.0,-2.0,-0.8,None,2.0,None
Калининград,2023-01-27,2023,1,27,1.0,-1.0,0.1,None,3.0,None
Калининград,2023-01-28,2023,1,28,0.0,-1.0,-0.3,None,3.0,None
Калининград,2023-01-29,2023,1,29,2.0,0.0,1.2,None,6.0,None
Калининград,2023-01-30,2023,1,30,5.0,1.0,3.1,None,9.0,None
Калининград,2023-01-31,2023,1,31,5.0,1.0,3.3,None,7.0,None
Калининград,2023-02-01,2023,2,1,5.0,1.0,3.6,None,8.0,None
Калининград,2023-02-02,2023,2,2,4.0,0.0,1.7,None,4.0,None
Калининград,2023-02-03,2023,2,3,1.0,-1.0,0.1,None,4.0,0.0
Калининград,2023-02-04,2023,2,4,0.0,-2.0,-0.7,None,6.0,None
Калининград,2023-02-05,2023,2,5,0.0,-6.0,-1.7,None,1.0,0.0
Калининград,2023-02-06,2023,2,6,3.0,0.0,1.1,None,4.0,None
Калининград,2023-02-07,2023,2,7,5.0,-2.0,1.7,None,3.0,0.0
Калининград,2023-02-08,2023,2,8,2.0,-1.0,0.4,None,5.0,0.0
Калининград,2023-02-09,2023,2,9,2.0,-3.0,-0.2,None,5.0,0.0
Калининград,2023-02-10,2023,2,10,5.0,0.0,2.8,None,7.0,None
Калининград,2023-02-11,2023,2,11,7.0,-1.0,3.6,None,9.0,None
Калининград,2023-02-12,2023,2,12,6.0,-5.0,1.1,None,4.0,None
Калининград,2023-02-13,2023,2,13,6.0,3.0,4.8,None,7.0,0.0
Калининград,2023-02-14,2023,2,14,8.0,0.0,3.6,None,4.0,0.0
Калининград,2023-02-15,2023,2,15,4.0,2.0,3.1,None,2.0,0.0
Калининград,2023-02-16,2023,2,16,4.0,1.0,2.4,None,3.0,0.0
Калининград,2023-02-17,2023,2,17,8.0,4.0,5.7,None,5.0,None
Калининград,2023-02-18,2023,2,18,7.0,3.0,5.3,None,13.0,None
Калининград,2023-02-19,2023,2,19,5.0,0.0,2.8,None,8.0,0.0
Калининград,2023-02-20,2023,2,20,7.0,1.0,4.0,None,10.0,None
Калининград,2023-02-21,2023,2,21,6.0,0.0,4.6,None,8.0,None
Калининград,2023-02-22,2023,2,22,1.0,-3.0,-0.1,None,2.0,None
Калининград,2023-02-23,2023,2,23,4.0,-3.0,0.2,None,4.0,0.0
Калининград,2023-02-24,2023,2,24,5.0,1.0,3.3,None,5.0,None
Калининград,2023-02-25,2023,2,25,4.0,0.0,1.7,None,5.0,None
Калининград,2023-02-26,2023,2,26,2.0,-1.0,0.9,None,7.0,None
Калининград,2023-02-27,2023,2,27,2.0,-5.0,-0.9,None,2.0,0.0
Калининград,2023-02-28,2023,2,28,5.0,-6.0,0.9,None,5.0,0.0
Калининград,2023-03-01,2023,3,1,8.0,-3.0,3.2,None,4.0,0.0
Калининград,2023-03-02,2023,3,2,7.0,-3.0,1.4,None,4.0,0.0
Калининград,2023-03-03,2023,3,3,7.0,3.0,4.8,None,7.0,0.0
Калининград,2023-03-04,2023,3,4,4.0,-1.0,1.8,None,10.0,None
Калининград,2023-03-05,2023,3,5,2.0,-4.0,-0.2,None,5.0,None
Калининград,2023-03-06,2023,3,6,3.0,-4.0,-0.2,None,4.0,None
Калининград,2023-03-07,2023,3,7,2.0,-5.0,-0.6,None,5.0,None
Калининград,2023-03-08,2023,3,8,2.0,-8.0,-0.7,None,9.0,None
Калининград,2023-03-09,2023,3,9,2.0,-12.0,-4.3,None,2.0,0.0
Калининград,2023-03-10,2023,3,10,-1.0,-5.0,-2.2,None,5.0,None
Калининград,2023-03-11,2023,3,11,1.0,-3.0,-0.5,None,7.0,None
Калининград,2023-03-12,2023,3,12,2.0,-4.0,0.2,None,7.0,None
Калининград,2023-03-13,2023,3,13,9.0,-5.0,2.2,None,5.0,None
Калининград,2023-03-14,2023,3,14,12.0,2.0,9.8,None,5.0,None
Калининград,2023-03-15,2023,3,15,6.0,-3.0,3.0,None,6.0,None
Калининград,2023-03-16,2023,3,16,7.0,-4.0,1.2,None,3.0,None
Калининград,2023-03-17,2023,3,17,8.0,-5.0,2.5,None,4.0,0.0
Калининград,2023-03-18,2023,3,18,11.0,3.0,7.1,None,5.0,0.0
Калининград,2023-03-19,2023,3,19,17.0,3.0,7.9,None,2.0,0.0
Калининград,2023-03-20,2023,3,20,13.0,2.0,7.1,None,4.0,None
Калининград,2023-03-21,2023,3,21,6.0,0.0,4.3,None,3.0,0.0
Калининград,2023-03-22,2023,3,22,11.0,2.0,7.5,None,4.0,None
Калининград,2023-03-23,2023,3,23,13.0,6.0,10.4,None,5.0,None
Калининград,2023-03-24,2023,3,24,15.0,6.0,9.6,None,5.0,None
Калининград,2023-03-25,2023,3,25,13.0,5.0,8.2,None,4.0,None
Калининград,2023-03-26,2023,3,26,8.0,2.0,5.9,None,4.0,None
Калининград,2023-03-27,2023,3,27,4.0,-4.0,1.2,None,6.0,None
Калининград,2023-03-28,2023,3,28,2.0,-2.0,-0.1,None,7.0,None
Калининград,2023-03-29,2023,3,29,6.0,-5.0,2.8,None,3.0,0.0
Калининград,2023-03-30,2023,3,30,11.0,4.0,7.6,None,3.0,None
Калининград,2023-03-31,2023,3,31,11.0,5.0,8.1,None,3.0,None
Калининград,2023-04-01,2023,4,1,6.0,2.0,4.2,None,5.0,None
Калининград,2023-04-02,2023,4,2,7.0,1.0,3.8,None,8.0,0.0
Калининград,2023-04-03,2023,4,3,4.0,0.0,1.8,None,7.0,0.0
Калининград,2023-04-04,2023,4,4,3.0,-1.0,1.3,None,5.0,0.0
Калининград,2023-04-05,2023,4,5,3.0,-1.0,1.2,None,1.0,None
Калининград,2023-04-06,2023,4,6,4.0,0.0,2.7,None,4.0,None
Калининград,2023-04-07,2023,4,7,16.0,4.0,8.8,None,4.0,0.0
Калининград,2023-04-08,2023,4,8,13.0,2.0,8.5,None,2.0,None
Калининград,2023-04-09,2023,4,9,12.0,1.0,6.2,None,3.0,0.0
Калининград,2023-04-10,2023,4,10,13.0,0.0,5.9,None,2.0,0.0
Калининград,2023-04-11,2023,4,11,18.0,2.0,10.1,None,4.0,0.0
Калининград,2023-04-12,2023,4,12,18.0,3.0,10.1,None,2.0,None
Калининград,2023-04-13,2023,4,13,14.0,3.0,9.2,None,3.0,None
Калининград,2023-04-14,2023,4,14,14.0,8.0,11.0,None,5.0,0.0
Калининград,2023-04-15,2023,4,15,12.0,7.0,10.4,None,6.0,None
Калининград,2023-04-16,2023,4,16,7.0,5.0,5.9,None,3.0,None
Калининград,2023-04-17,2023,4,17,10.0,5.0,7.4,None,3.0,0.0
Калининград,2023-04-18,2023,4,18,12.0,6.0,8.6,None,4.0,None
Калининград,2023-04-19,2023,4,19,16.0,6.0,9.8,None,6.0,None
Калининград,2023-04-20,2023,4,20,18.0,6.0,11.4,None,4.0,0.0
Калининград,2023-04-21,2023,4,21,14.0,1.0,8.1,None,3.0,0.0
Калининград,2023-04-22,2023,4,22,16.0,1.0,8.5,None,2.0,0.0
Калининград,2023-04-23,2023,4,23,23.0,5.0,14.8,None,4.0,0.0
Калининград,2023-04-24,2023,4,24,20.0,8.0,13.2,None,2.0,None
Калининград,2023-04-25,2023,4,25,12.0,5.0,7.6,None,4.0,None
Калининград,2023-04-26,2023,4,26,9.0,2.0,6.4,None,6.0,None
Калининград,2023-04-27,2023,4,27,9.0,0.0,5.3,None,5.0,0.0
Калининград,2023-04-28,2023,4,28,11.0,1.0,6.0,None,4.0,0.0
Калининград,2023-04-29,2023,4,29,18.0,0.0,10.1,None,4.0,None
Калининград,2023-04-30,2023,4,30,11.0,1.0,7.3,None,6.0,0.0
Калининград,2023-05-01,2023,5,1,13.0,0.0,7.7,None,4.0,0.0
Калининград,2023-05-02,2023,5,2,15.0,0.0,8.1,None,4.0,0.0
Калининград,2023-05-03,2023,5,3,14.0,-3.0,6.4,None,4.0,0.0
